"iata_code";"language_id";"name"
"LVD";"EN";"Lime Village Airport"
"LVI";"EN";"Livingstone Airport"
"LVK";"EN";"Livermore Municipal Airport"
"LVL";"EN";"Lawrenceville Brunswick Municipal Apt"
"LVM";"EN";"Livingston Mission Field Airport"
"LVO";"EN";"Laverton Airport"
"LVP";"EN";"Lavan Island Airport"
"LVR";"EN";"Lucas do Rio Verde Bom Futuro Airport"
"LVS";"EN";"Las Vegas Municipal Airport"
"LWA";"EN";"Lebak Airport"
"LWB";"EN";"Lewisburg Greenbrier Valley Airport"
"LWC";"EN";"Lawrence Municipal Airport"
"LWE";"EN";"Lewoleba Wunopito Airport"
"LWG";"EN";"Logrono Bus Station"
"LWH";"EN";"Lawn Hill Airport"
"LWI";"EN";"Lowai Airport"
"LWK";"EN";"Shetland Islands Lerwick/Tingwall Apt"
"LWL";"EN";"Wells Municipal-Harriet Fld Airport"
"LWM";"EN";"Lawrence Airport"
"LWN";"EN";"Gyumri Shirak Airport"
"LWO";"EN";"Lviv International Airport"
"LWR";"EN";"Leeuwarden Air Base Airport"
"LWS";"EN";"Lewiston Nez Perce County Airport"
"LWT";"EN";"Lewistown Municipal Airport"
"LWV";"EN";"Lawrenceville Vincennes Intl Airport"
"LWY";"EN";"Lawas Airport"
"LXA";"EN";"Lhasa/Lasa Gonggar Airport"
"LXG";"EN";"Luang Namtha Airport"
"LXN";"EN";"Lexington Jim Kelly Field Airport"
"LXR";"EN";"Luxor International Airport"
"LXS";"EN";"Limnos Airport"
"LXU";"EN";"Lukulu Airport"
"LXV";"EN";"Leadville Lake County Airport"
"LYA";"EN";"Luoyang Beijiao Airport"
"LYB";"EN";"Little Cayman Edward Bodden Airport"
"LYC";"EN";"Lycksele Airport"
"LYE";"EN";"Lyneham RAF Station Airport"
"LYG";"EN";"Lianyungang Baitabu Airport"
"LYH";"EN";"Lynchburg Regional-P. Glenn Fld Airport"
"LYI";"EN";"Linyi Shubuling Airport"
"LYK";"EN";"Sumbawa Lunyuk Airport"
"LYN";"EN";"Lyon Bron Airport"
"LYO";"EN";"Lyons Rice County Municipal Airport"
"LYP";"EN";"Faisalabad International Airport"
"LYR";"EN";"Longyearbyen Svalbard Airport"
"LYS";"EN";"Lyon St-Exupery Airport"
"LYT";"EN";"Lady Elliot Island Airport"
"LYU";"EN";"Ely Municipal Airport"
"LYX";"EN";"Lydd London Ashford Airport"
"LZA";"EN";"Luiza Airport"
"LZB";"EN";"Leon Bus Station"
"LZC";"EN";"Lazaro Cardenas Airport"
"LZH";"EN";"Liuzhou Bailian Airport"
"LZI";"EN";"Luozi Airport"
"LZM";"EN";"Luzamba Airport"
"LZN";"EN";"Matsu (Nangan) Airport"
"LZO";"EN";"Luzhou Lantian Airport"
"LZR";"EN";"Lizard Island Airport"
"LZS";"EN";"Linz Hauptbahnhof Railway Stn"
"LZU";"EN";"Lawrenceville Gwinnett County Airport"
"LZY";"EN";"Nyingchi/Linzhi Mainling/Milin Airport"
"MAA";"EN";"Chennai International Airport"
"MAB";"EN";"Maraba Joao Correa da Rocha Airport"
"MAC";"EN";"Macon Downtown Apt Airport"
"MAD";"EN";"Madrid Adolfo Suarez-Barajas Airport"
"MAE";"EN";"Madera Municipal Airport"
"MAF";"EN";"Midland International Airport"
"MAG";"EN";"Madang Airport"
"MAH";"EN";"Menorca Airport"
"MAI";"EN";"Mangochi Airport"
"MAJ";"EN";"Majuro Amata Kabua Intl Airport"
"MAK";"EN";"Malakal Airport"
"MAL";"EN";"Mangole Falabisahaya Airport"
"MAM";"EN";"Matamoros Servando Canales Intl Airport"
"MAN";"EN";"Manchester Airport"
"MAO";"EN";"Manaus Eduardo Gomes Intl Airport"
"MAP";"EN";"Mamai Airport"
"MAQ";"EN";"Mae Sot Airport"
"MAR";"EN";"Maracaibo La Chinita Intl Airport"
"MAS";"EN";"Manus Island Momote Airport"
"MAT";"EN";"Matadi Tshimpi Airport"
"MAU";"EN";"Maupiti Airport"
"MAV";"EN";"Maloelap Atoll Taroa Island Airport"
"MAW";"EN";"Malden Regional Airport"
"MAX";"EN";"Matam Ouro Sogui Airport"
"MAY";"EN";"Mangrove Cay Clarence A. Bain Airport"
"MAZ";"EN";"Mayaguez Eugenio M. de Hostos Airport"
"MBA";"EN";"Mombasa Moi International Airport"
"MBB";"EN";"Marble Bar Airport"
"MBC";"EN";"Mbigou Airport"
"MBD";"EN";"Mmabatho/Mafikeng Mmabatho Intl Airport"
"MBE";"EN";"Monbetsu Airport"
"MBF";"EN";"Mount Buffalo Porepunkah Airport"
"MBG";"EN";"Mobridge Municipal Airport"
"MBH";"EN";"Maryborough Airport"
"MBI";"EN";"Mbeya Airport"
"MBJ";"EN";"Montego Bay Sangster Intl Airport"
"MBK";"EN";"Matupa Orlando Villas-Boas Airport"
"MBL";"EN";"Manistee Co. Blacker Airport"
"MBM";"EN";"Mkambati Airport"
"MBN";"EN";"Mount Barnett Airport"
"MBO";"EN";"Mamburao Airport"
"MBP";"EN";"Moyobamba Airport"
"MBQ";"EN";"Mbarara Airport"
"MBR";"EN";"Mbout Airport"
"MBS";"EN";"Midland/Bay C/Saginaw MBS Intl Airport"
"MBT";"EN";"Masbate Moises R. Espinosa Airport"
"MBU";"EN";"Mbambanakira Airport"
"MBV";"EN";"Masa Airport"
"MBW";"EN";"Melbourne Moorabbin Airport"
"MBX";"EN";"Maribor Edvard Rusjan Airport"
"MBY";"EN";"Moberly Omar N. Bradley Airport"
"MBZ";"EN";"Maues Airport"
"MCA";"EN";"Macenta Airport"
"MCB";"EN";"McComb Pike County Airport"
"MCC";"EN";"Sacramento McClellan Airport"
"MCD";"EN";"Mackinac Island Airport"
"MCE";"EN";"Merced Regional Airport"
"MCF";"EN";"Tampa MacDill AFB Airport"
"MCG";"EN";"McGrath Airport"
"MCH";"EN";"Machala General Manuel Serrano Airport"
"MCI";"EN";"Kansas City International Airport"
"MCJ";"EN";"Maicao Jorge Isaacs Airport"
"MCK";"EN";"McCook Ben Nelson Regional Airport"
"MCL";"EN";"McKinley National Park Airport"
"MCM";"EN";"Monaco Heliport"
"MCN";"EN";"Macon Middle Georgia Rgnl Airport"
"MCO";"EN";"Orlando International Airport"
"MCP";"EN";"Macapa Alberto Alcolumbre Int Airport"
"MCQ";"EN";"Miskolc Airport"
"MCR";"EN";"Singapore Marina Bay Cruise Center"
"MCS";"EN";"Monte Caseros Airport"
"MCT";"EN";"Muscat International Airport"
"MCU";"EN";"Montlucon Gueret Airport"
"MCV";"EN";"Mcarthur River Mine Airport"
"MCW";"EN";"Mason City Municipal Airport"
"MCX";"EN";"Makhachkala Uytash Airport"
"MCY";"EN";"Sunshine Coast Maroochydore Airport"
"MCZ";"EN";"Maceio Zumbi dos Palmares Int Airport"
"MDA";"EN";"San Antonio Martindale AHP Heliport"
"MDB";"EN";"Melinda Airport"
"MDC";"EN";"Manado Sam Ratulangi Airport"
"MDD";"EN";"Midland Airpark Airport"
"MDE";"EN";"Medellin Jose Maria Cordova Int Airport"
"MDF";"EN";"Medford Taylor County Airport"
"MDG";"EN";"Mudanjiang Hailang Airport"
"MDH";"EN";"Southern Illinois Airport"
"MDI";"EN";"Makurdi Airport"
"MDJ";"EN";"Madras Municipal Airport"
"MDK";"EN";"Mbandaka Airport"
"MDL";"EN";"Mandalay International Airport"
"MDM";"EN";"Munduku Airport"
"MDN";"EN";"Madison Municipal Airport"
"MDO";"EN";"Middleton Island Airport"
"MDP";"EN";"Mindiptana Airport"
"MDQ";"EN";"Mar del Plata Astor Piazzola Airport"
"MDR";"EN";"Musiara Airport"
"MDS";"EN";"Middle Caicos Airport"
"MDT";"EN";"Harrisburg International Airport"
"MDU";"EN";"Mendi Airport"
"MDV";"EN";"Medouneu Airport"
"MDW";"EN";"Chicago Midway International Airport"
"MDX";"EN";"Mercedes Airport"
"MDY";"EN";"Sand Island Henderson Field Airport"
"MDZ";"EN";"Mendoza El Plumerillo Airport"
"MEA";"EN";"Macae Benedito Lacerda Airport"
"MEB";"EN";"Melbourne Essendon Airport"
"MEC";"EN";"Manta Eloy Alfaro Intl Airport"
"MED";"EN";"Madinah Mohammad Bin Abdulaziz Airport"
"MEE";"EN";"Mare La Roche Airport"
"MEF";"EN";"Melfi Airport"
"MEG";"EN";"Malanje Airport"
"MEH";"EN";"Mehamn Airport"
"MEI";"EN";"Meridian Regional (Key Field) Airport"
"MEJ";"EN";"Meadville Airport"
"MEK";"EN";"Meknes Royal AFB Airport"
"MEL";"EN";"Melbourne Airport"
"MEM";"EN";"Memphis International Airport"
"MEN";"EN";"Mende Brenoux Airport"
"MEO";"EN";"Manteo Dare County Regional Airport"
"MEP";"EN";"Mersing Airport"
"MEQ";"EN";"Cut Nyak Dien Nagan Raya Airport"
"MER";"EN";"Merced Castle Airport"
"MES";"EN";"Medan Polonia Airport"
"MET";"EN";"Moreton Airport"
"MEU";"EN";"Monte Dourado Serra do Areao Airport"
"MEV";"EN";"Minden-Tahoe Airport"
"MEW";"EN";"Mweka Airport"
"MEX";"EN";"Mexico City Benito Juarez Intl Airport"
"MEY";"EN";"Meghauli Airport"
"MEZ";"EN";"Messina Airport"
"MFA";"EN";"Mafia Island Airport"
"MFB";"EN";"Monfort Airport"
"MFC";"EN";"Mafeteng Airport"
"MFD";"EN";"Mansfield Lahm Regional Airport"
"MFE";"EN";"McAllen/Mission Miller Intl Airport"
"MFF";"EN";"Moanda Airport"
"MFG";"EN";"Muzaffarabad Airport"
"MFH";"EN";"Mesquite Airport"
"MFI";"EN";"Marshfield Municipal Airport"
"MFJ";"EN";"Moala Island Airport"
"MFK";"EN";"Matsu (Beigan) Airport"
"MFL";"EN";"Wando Vale Mount Full Stop Airport"
"MFM";"EN";"Macau International Airport"
"MFN";"EN";"Milford Sound Airport"
"MFO";"EN";"Manguna Airport"
"MFP";"EN";"Manners Creek Station Airport"
"MFQ";"EN";"Maradi Airport"
"MFR";"EN";"Medford Rogue Valley Intl Airport"
"MFS";"EN";"Miraflores Airport"
"MFT";"EN";"Machu Picchu Off-line Point"
"MFU";"EN";"Mfuwe Airport"
"MFV";"EN";"Melfa Accomack County Airport"
"MFW";"EN";"Magaruque Island Airport"
"MFX";"EN";"Meribel Airport"
"MFY";"EN";"Mayfa'ah Airport"
"MFZ";"EN";"Meselia Airport"
"MGA";"EN";"Managua Augusto C. Sandino Airport"
"MGB";"EN";"Mount Gambier Airport"
"MGC";"EN";"Michigan City Municipal Airport"
"MGD";"EN";"Magdalena Airport"
"MGE";"EN";"Marietta Dobbins ARB Airport"
"MGF";"EN";"Maringa Silvio Name Jr. Airport"
"MGG";"EN";"Margarima Airport"
"MGH";"EN";"Margate Airport"
"MGI";"EN";"National Wildlife Ref. Airport"
"MGJ";"EN";"Montgomery Orange County Airport"
"MGK";"EN";"Mong Ton Airport"
"MGL";"EN";"Duesseldorf Moenchengladbach Airport"
"MGM";"EN";"Montgomery Regional-Dannelly Fld Airport"
"MGN";"EN";"Magangue Baracoa Airport"
"MGO";"EN";"Manega Airport"
"MGP";"EN";"Manga Airport"
"MGQ";"EN";"Mogadishu Aden Adde Intl Airport"
"MGR";"EN";"Moultrie Municipal Airport"
"MGS";"EN";"Mangaia Island Auau Airport"
"MGT";"EN";"Milingimbi Island Airport"
"MGU";"EN";"Manaung Airport"
"MGV";"EN";"Margaret River Station Airport"
"MGW";"EN";"Morgantown Municipal Airport"
"MGX";"EN";"Moabi Airport"
"MGY";"EN";"Dayton Wright Brothers Airport"
"MGZ";"EN";"Myeik Airport"
"MHA";"EN";"Mahdia Airport"
"MHB";"EN";"Auckland Mechanics Bay Heliport"
"MHC";"EN";"Castro Mocopulli Airport"
"MHD";"EN";"Mashhad Shahid Hashemi Nejad Airport"
"MHE";"EN";"Mitchell Municipal Airport"
"MHF";"EN";"Morichal Airport"
"MHG";"EN";"Mannheim City Airport"
"MHH";"EN";"Marsh Harbour Airport"
"MHI";"EN";"Moucha Island Airport"
"MHJ";"EN";"Mannheim Hbf Railway Station"
"MHK";"EN";"Manhattan Regional Airport"
"MHL";"EN";"Marshall Memorial Municipal Airport"
"MHM";"EN";"Manaoba Airport"
"MHN";"EN";"Mullen Hooker County Airport"
"MHO";"EN";"Mount House Airport"
"MHP";"EN";"Minsk -1 Airport"
"MHQ";"EN";"Mariehamn Airport"
"MHR";"EN";"Sacramento Mather Airport"
"MHS";"EN";"Mount Shasta Dunsmuir Municipal Airport"
"MHT";"EN";"Manchester-Boston Airport"
"MHU";"EN";"Mount Hotham Airport"
"MHV";"EN";"Mojave Airport"
"MHW";"EN";"Monteagudo Airport"
"MHX";"EN";"Manihiki Atoll Airport"
"MHY";"EN";"Morehead Airport"
"MHZ";"EN";"Mildenhall RAF Station Airport"
"MIA";"EN";"Miami International Airport"
"MIB";"EN";"Minot AFB Airport"
"MIC";"EN";"Minneapolis/St Paul Crystal Airport"
"MID";"EN";"Merida M. Crescencio Rejon Airport"
"MIE";"EN";"Muncie Delaware County Rgnl Airport"
"MIF";"EN";"Monahans Roy Hurd Memorial Airport"
"MIG";"EN";"Mianyang Nanjiao Airport"
"MIH";"EN";"Mitchell Plateau Airport"
"MII";"EN";"Marilia Frank M. Milenkowichi Airport"
"MIJ";"EN";"Mili Island Airport"
"MIK";"EN";"Mikkeli Airport"
"MIL";"EN";"Milan Metropolitan Area"
"MIM";"EN";"Merimbula Airport"
"MIN";"EN";"Minnipa Airport"
"MIO";"EN";"Miami Municipal Airport"
"MIP";"EN";"Mitzpe Ramon Airport"
"MIQ";"EN";"Omaha Millard Airport"
"MIR";"EN";"Monastir Habib Bourguiba Intl Airport"
"MIS";"EN";"Misima Island Airport"
"MIT";"EN";"Shafter Minter Field Airport"
"MIU";"EN";"Maiduguri International Airport"
"MIV";"EN";"Millville Airport"
"MIW";"EN";"Marshalltown Municipal Airport"
"MIX";"EN";"Miriti Parana Airport"
"MIY";"EN";"Mittiebah Airport"
"MIZ";"EN";"Mainoru Airport"
"MJA";"EN";"Manja Airport"
"MJB";"EN";"Mejit Island Airport"
"MJC";"EN";"Man Airport"
"MJD";"EN";"Moenjodaro Airport"
"MJE";"EN";"Majkin Airport"
"MJF";"EN";"Mosjoen Kjaerstad Airport"
"MJI";"EN";"Tripoli Mitiga Airport"
"MJJ";"EN";"Moki Airport"
"MJK";"EN";"Monkey Mia Shark Bay Airport"
"MJL";"EN";"Mouila-Ville Airport"
"MJM";"EN";"Mbuji-Mayi Airport"
"MJN";"EN";"Mahajanga Philibert Tsiranana Airport"
"MJO";"EN";"Mount Etjo Airport"
"MJP";"EN";"Manjimup Airport"
"MJQ";"EN";"Jackson Municipal Airport"
"MJR";"EN";"Miramar Airport"
"MJS";"EN";"Maganja da Costa Airport"
"MJT";"EN";"Mytilini Odysseas Elytis Airport"
"MJU";"EN";"Mamuju Tampa Padang Airport"
"MJV";"EN";"Murcia San Javier Airport"
"MJW";"EN";"Mahenye Airport"
"MJX";"EN";"Toms River Robert J. Miller Airport"
"MJZ";"EN";"Mirny Airport"
"MKA";"EN";"Marianske Lazne Airport"
"MKB";"EN";"Mekambo Airport"
"MKC";"EN";"Kansas City C.B. Wheeler Downtown Apt"
"MKE";"EN";"Milwaukee General Mitchell Intl Airport"
"MKG";"EN";"Muskegon County Airport"
"MKH";"EN";"Mokhotlong Airport"
"MKI";"EN";"Obo Mboki Airport"
"MKJ";"EN";"Makoua Airport"
"MKK";"EN";"Hoolehua Molokai Airport"
"MKL";"EN";"Jackson McKellar-Sipes Rgnl Airport"
"MKM";"EN";"Mukah Airport"
"MKN";"EN";"Malekolon Airport"
"MKO";"EN";"Muskogee Davis Field Airport"
"MKP";"EN";"Makemo Airport"
"MKQ";"EN";"Merauke Mopah Airport"
"MKR";"EN";"Meekatharra Airport"
"MKS";"EN";"Mekane Selam Airport"
"MKT";"EN";"Mankato Regional Airport"
"MKU";"EN";"Makokou Airport"
"MKV";"EN";"Mount Cavenagh Airport"
"MKW";"EN";"Manokwari Rendani Airport"
"MKY";"EN";"Mackay Airport"
"MKZ";"EN";"Malacca Airport"
"MLA";"EN";"Malta Luqa International Airport"
"MLB";"EN";"Melbourne International Airport"
"MLC";"EN";"McAlester Regional Airport"
"MLD";"EN";"Malad City Airport"
"MLE";"EN";"Male Ibrahim Nasir Intl Airport"
"MLF";"EN";"Milford Municipal Airport"
"MLG";"EN";"Malang Abdul Rachman Saleh Airport"
"MLH";"EN";"Mulhouse/Basel EuroAirport French Apt"
"MLI";"EN";"Moline Quad City Intl Airport"
"MLJ";"EN";"Milledgeville Baldwin County Airport"
"MLK";"EN";"Malta Airport"
"MLL";"EN";"Marshall Don Hunter Sr. Airport"
"MLM";"EN";"Morelia F.J. Mujica Intl Airport"
"MLN";"EN";"Melilla Airport"
"MLO";"EN";"Milos Airport"
"MLP";"EN";"Malabang Airport"
"MLQ";"EN";"Malalaua Airport"
"MLR";"EN";"Millicent Airport"
"MLS";"EN";"Miles City Frank Wiley Field Airport"
"MLT";"EN";"Millinocket Airport"
"MLU";"EN";"Monroe Regional Airport"
"MLV";"EN";"Merluna Airport"
"MLW";"EN";"Monrovia Spriggs Payne Airport"
"MLX";"EN";"Malatya Erhac Airport"
"MLY";"EN";"Manley Hot Springs Airport"
"MLZ";"EN";"Melo Cerro Largo Airport"
"MMA";"EN";"Malmo Metropolitan Area"
"MMB";"EN";"Memanbetsu Airport"
"MMC";"EN";"Ciudad Mante Airport"
"MMD";"EN";"Minamidaito Airport"
"MME";"EN";"Durham Tees Valley Airport"
"MMF";"EN";"Mamfe Airport"
"MMG";"EN";"Mount Magnet Airport"
"MMH";"EN";"Mammoth Lakes Mammoth Yosemite Airport"
"MMI";"EN";"Athens McMinn County Airport"
"MMJ";"EN";"Matsumoto Airport"
"MMK";"EN";"Murmansk Airport"
"MML";"EN";"Marshall SW Minnesota Rgnl Airport"
"MMM";"EN";"Middlemount Airport"
"MMN";"EN";"Stow Minute Man Airfield Airport"
"MMO";"EN";"Maio Island Airport"
"MMP";"EN";"Mompos San Bernardo Airport"
"MMQ";"EN";"Mbala Airport"
"MMR";"EN";"Austin Mabry ARNG Heliport"
"MMS";"EN";"Marks Selfs Airport"
"MMT";"EN";"Columbia McEntire JNGB Airport"
"MMU";"EN";"Morristown Municipal Airport"
"MMV";"EN";"Mal Island Airport"
"MMW";"EN";"Moma Airport"
"MMX";"EN";"Malmo Airport"
"MMY";"EN";"Miyako Airport"
"MMZ";"EN";"Maimanah Airport"
"MNA";"EN";"Melangguane Airport"
"MNB";"EN";"Muanda Airport"
"MNC";"EN";"Nacala Airport"
"MND";"EN";"Medina Airport"
"MNE";"EN";"Mungeranie Airport"
"MNF";"EN";"Mana Island Airport"
"MNG";"EN";"Maningrida Airport"
"MNH";"EN";"Musanaa Airport"
"MNI";"EN";"Montserrat John A. Osborne Airport"
"MNJ";"EN";"Mananjary Airport"
"MNK";"EN";"Maiana Airport"
"MNL";"EN";"Manila Ninoy Aquino Intl Airport"
"MNM";"EN";"Menominee-Marinette Airport"
"MNN";"EN";"Marion Municipal Airport"
"MNO";"EN";"Manono Airport"
"MNP";"EN";"Maron Island Airport"
"MNQ";"EN";"Monto Airport"
"MNR";"EN";"Mongu Airport"
"MNS";"EN";"Mansa Airport"
"MNT";"EN";"Minto Al Wright Airport"
"MNU";"EN";"Mawlamyine Airport"
"MNV";"EN";"Mount Valley Airport"
"MNW";"EN";"MacDonald Downs Airport"
"MNX";"EN";"Manicore Airport"
"MNY";"EN";"Mono Island Airport"
"MNZ";"EN";"Manassas Regional Airport"
"MOA";"EN";"Moa Orestes Acosta Airport"
"MOB";"EN";"Mobile Regional Airport"
"MOC";"EN";"Montes Claros Mario Ribeiro Airport"
"MOD";"EN";"Modesto City-County Airport"
"MOE";"EN";"Momeik Airport"
"MOF";"EN";"Maumere Fransiskus X. Seda Airport"
"MOG";"EN";"Mong Hsat Airport"
"MOH";"EN";"Maleo Airport"
"MOI";"EN";"Mitiaro Island Nukuroa Airport"
"MOJ";"EN";"Moengo Airport"
"MOL";"EN";"Molde Aro Airport"
"MOM";"EN";"Moudjeria Letfotar Airport"
"MON";"EN";"Mount Cook Mount Cook Airport"
"MOO";"EN";"Moomba Airport"
"MOP";"EN";"Mount Pleasant Municipal Airport"
"MOQ";"EN";"Morondava Airport"
"MOR";"EN";"Morristown Moore-Murrell Airport"
"MOS";"EN";"Moses Point Airport"
"MOT";"EN";"Minot International Airport"
"MOU";"EN";"Mountain Village Airport"
"MOV";"EN";"Moranbah Airport"
"MOW";"EN";"Moscow Metropolitan Area"
"MOX";"EN";"Morris Municipal Airport"
"MOY";"EN";"Monterrey Airport"
"MOZ";"EN";"Moorea Temae Airport"
"MPA";"EN";"Katima Mulilo Mpacha Airport"
"MPB";"EN";"Miami Sea Plane Base Airport"
"MPC";"EN";"Muko-Muko Airport"
"MPD";"EN";"Mirpur Khas Sinhri Airport"
"MPE";"EN";"Madison Griswold Airport"
"MPF";"EN";"Mapoda Airport"
"MPG";"EN";"Makini Airport"
"MPH";"EN";"Caticlan Godofredo P. Ramos Airport"
"MPI";"EN";"Mamitupo Airport"
"MPJ";"EN";"Morrilton Petit Jean Park Airport"
"MPL";"EN";"Montpellier Mediterranee Airport"
"MPM";"EN";"Maputo International Airport"
"MPN";"EN";"Mount Pleasant RAF Station Airport"
"MPO";"EN";"Mt Pocono Airport"
"MPP";"EN";"Mulatupo Airport"
"MPQ";"EN";"Maan Airport"
"MPR";"EN";"McPherson Airport"
"MPS";"EN";"Mount Pleasant Regional Airport"
"MPT";"EN";"Maliana Airport"
"MPU";"EN";"Mabua Airport"
"MPV";"EN";"Barre/Montpelier Airport"
"MPW";"EN";"Mariupol International Airport"
"MPX";"EN";"Miyanmin Airport"
"MPY";"EN";"Maripasoula Airport"
"MPZ";"EN";"Mount Pleasant Municipal Airport"
"MQA";"EN";"Mandora Station Airport"
"MQB";"EN";"Macomb Municipal Airport"
"MQC";"EN";"Miquelon Airport"
"MQD";"EN";"Maquinchao Airport"
"MQE";"EN";"Marqua Airport"
"MQF";"EN";"Magnitogorsk Airport"
"MQG";"EN";"Midgard Airport"
"MQH";"EN";"Minacu Airport"
"MQI";"EN";"Quincy Airport"
"MQJ";"EN";"Khonu Moma Airport"
"MQK";"EN";"San Matias Airport"
"MQL";"EN";"Mildura Airport"
"MQM";"EN";"Mardin Airport"
"MQN";"EN";"Mo i Rana Rossvoll Airport"
"MQO";"EN";"Malam Airport"
"MQP";"EN";"Nelspruit Kruger Mpumalanga Intl Airport"
"MQQ";"EN";"Moundou Airport"
"MQR";"EN";"Mosquera Airport"
"MQS";"EN";"Mustique Airport"
"MQT";"EN";"Marquette Sawyer International Airport"
"MQU";"EN";"Mariquita Jose Celestino Mutis Airport"
"MQV";"EN";"Mostaganem Airport"
"MQW";"EN";"McRae Telfair-Wheeler Airport"
"MQX";"EN";"Mekele Alula Aba Nega Airport"
"MQY";"EN";"Smyrna Airport"
"MQZ";"EN";"Margaret River Airport"
"MRA";"EN";"Misurata Airport"
"MRB";"EN";"Martinsburg Eastern W.V. Rgl Airport"
"MRC";"EN";"Columbia/Mt Pleasant Maury County Apt"
"MRD";"EN";"Merida Alberto Carnevalli Airport"
"MRE";"EN";"Masai Mara Serena Airport"
"MRF";"EN";"Marfa Municipal Airport"
"MRG";"EN";"Mareeba Airport"
"MRH";"EN";"May River Airport"
"MRI";"EN";"Anchorage Merrill Field Airport"
"MRJ";"EN";"Marcala Airport"
"MRK";"EN";"Marco Island Airport"
"MRL";"EN";"Miners Lake Airport"
"MRM";"EN";"Manari Airport"
"MRN";"EN";"Morganton 35 49 13 N 081 36 41 W Airport"
"MRO";"EN";"Masterton Airport"
"MRP";"EN";"Marla Airport"
"MRQ";"EN";"Marinduque Island Airport"
"MRR";"EN";"Macara J.M. Velasco Ibarra Airport"
"MRS";"EN";"Marseille Provence Airport"
"MRT";"EN";"Moroak Airport"
"MRU";"EN";"Mauritius Sir S. Ramgoolam Intl Airport"
"MRV";"EN";"Mineralnye Vody Airport"
"MRW";"EN";"Maribo Lolland Falster Airport"
"MRX";"EN";"Bandar Mahshahr Airport"
"MRY";"EN";"Monterey/Carmel Monterey Rgl Airport"
"MRZ";"EN";"Moree Airport"
"MSA";"EN";"Muskrat Dam Airport"
"MSB";"EN";"Maribor Bus Station"
"MSC";"EN";"Phoenix Falcon Field Airport"
"MSD";"EN";"Mount Pleasant Airport"
"MSE";"EN";"Manston Kent International Airport"
"MSF";"EN";"Mount Swan Airport"
"MSG";"EN";"Matsaile Airport"
"MSH";"EN";"Masirah Air Base Airport"
"MSI";"EN";"Masalembo Airport"
"MSJ";"EN";"Misawa Airport"
"MSL";"EN";"Northwest Alabama Rgnl Airport"
"MSM";"EN";"Masi-Manimba Airport"
"MSN";"EN";"Madison Dane County Regional Airport"
"MSO";"EN";"Missoula International Airport"
"MSP";"EN";"Minneapolis/St Paul Intl Airport"
"MSQ";"EN";"Minsk International Airport"
"MSR";"EN";"Mus Airport"
"MSS";"EN";"Massena Richards Field Airport"
"MST";"EN";"Maastricht/Aachen Airport"
"MSU";"EN";"Maseru Moshoeshoe I Intl Airport"
"MSV";"EN";"Monticello Sullivan County Intl Airport"
"MSW";"EN";"Massawa International Airport"
"MSX";"EN";"Mossendjo Airport"
"MSY";"EN";"New Orleans Louis Armstrong Intl Airport"
"MSZ";"EN";"Namibe Yuri Gagarin Airport"
"MTA";"EN";"Matamata Airport"
"MTB";"EN";"Montelibano Airport"
"MTC";"EN";"Mount Clemens Selfridge ANGB Airport"
"MTD";"EN";"Mount Sandford Station Airport"
"MTE";"EN";"Monte Alegre Airport"
"MTF";"EN";"Mizan Teferi Airport"
"MTG";"EN";"Mato Grosso Airport"
"MTH";"EN";"Marathon The Florida Keys Airport"
"MTI";"EN";"Mosteiros Airport"
"MTJ";"EN";"Montrose Regional Airport"
"MTK";"EN";"Makin Airport"
"MTL";"EN";"Maitland Airport"
"MTM";"EN";"Metlakatla Sea Plane Base Airport"
"MTN";"EN";"Baltimore Martin State Airport"
"MTO";"EN";"Coles County Memorial Airport"
"MTP";"EN";"Montauk Sky Portal Airport"
"MTQ";"EN";"Mitchell Airport"
"MTR";"EN";"Monteria Los Garzones Airport"
"MTS";"EN";"Manzini Matsapha International Airport"
"MTT";"EN";"Minatitlan Coatzacoalcos Airport"
"MTU";"EN";"Montepuez Airport"
"MTV";"EN";"Mota Lava Island Airport"
"MTW";"EN";"Manitowoc County Airport"
"MTX";"EN";"Fairbanks Metro Field Airport"
"MTY";"EN";"Monterrey Mariano Escobedo Intl Airport"
"MTZ";"EN";"Masada Bar Yehuda Airport"
"MUA";"EN";"Munda Airport"
"MUB";"EN";"Maun Airport"
"MUC";"EN";"Munich International Airport"
"MUD";"EN";"Mueda Airport"
"MUE";"EN";"Kamuela Waimea-Kohala Airport"
"MUF";"EN";"Muting Airport"
"MUG";"EN";"Mulege Airport"
"MUH";"EN";"Mersa Matruh Airport"
"MUI";"EN";"Fort Indiantown Muir AAF Airport"
"MUJ";"EN";"Mui Airport"
"MUK";"EN";"Mauke Island Airport"
"MUL";"EN";"Moultrie Spence Airport"
"MUN";"EN";"Maturin Jose T. Monagas Intl Airport"
"MUO";"EN";"Mountain Home AFB Airport"
"MUP";"EN";"Mulga Park Airport"
"MUQ";"EN";"Muccan Station Airport"
"MUR";"EN";"Marudi Airport"
"MUS";"EN";"Minamitorishima Airport"
"MUT";"EN";"Muscatine Municipal Airport"
"MUU";"EN";"Mount Union Airport"
"MUV";"EN";"Philadelphia Mustin Alf Airport"
"MUW";"EN";"Mascara Ghriss Airport"
"MUX";"EN";"Multan International Airport"
"MUY";"EN";"Mouyondzi Airport"
"MUZ";"EN";"Musoma Airport"
"MVA";"EN";"Myvatn Reykjahlid Airport"
