"iata_code";"language_id";"name"
"BCF";"EN";"Bouca Airport"
"BCG";"EN";"Bemichi Airport"
"BCH";"EN";"Baucau Cakung Airport"
"BCI";"EN";"Barcaldine Airport"
"BCK";"EN";"Bolwarra Airport"
"BCL";"EN";"Barra del Colorado Airport"
"BCM";"EN";"Bacau Airport"
"BCN";"EN";"Barcelona Airport"
"BCO";"EN";"Jinka Bako Airport"
"BCP";"EN";"Bambu Airport"
"BCQ";"EN";"Brach Airport"
"BCR";"EN";"Boca do Acre Novo Campo Airport"
"BCS";"EN";"Belle Chasse Southern Seaplane Airport"
"BCT";"EN";"Boca Raton Airport"
"BCU";"EN";"Bauchi Airport"
"BCV";"EN";"Belmopan Hector Silva Airport"
"BCW";"EN";"Benguerra Island Airport"
"BCX";"EN";"Beloretsk Airport"
"BCY";"EN";"Bulchi Airport"
"BCZ";"EN";"Bickerton Island Airport"
"BDA";"EN";"Bermuda L.F Wade International Airport"
"BDB";"EN";"Bundaberg Airport"
"BDC";"EN";"Barra do Corda Airport"
"BDD";"EN";"Badu Island Airport"
"BDE";"EN";"Baudette International Airport"
"BDF";"EN";"Bradford Rinkenberger Airport"
"BDG";"EN";"Blanding Municipal Airport"
"BDH";"EN";"Bandar Lengeh Airport"
"BDI";"EN";"Bird Island Airport"
"BDJ";"EN";"Banjarmasin Syamsudin Noor Airport"
"BDK";"EN";"Bondoukou Soko Airport"
"BDL";"EN";"Windsor Locks Bradley Intl Airport"
"BDM";"EN";"Bandirma Airport"
"BDN";"EN";"Badin Talhar Airport"
"BDO";"EN";"Bandung Husein Sastranegara Airport"
"BDP";"EN";"Bhadrapur Chandragadhi Airport"
"BDQ";"EN";"Vadodara Airport"
"BDR";"EN";"Bridgeport Igor I. Sikorsky Mem. Airport"
"BDS";"EN";"Brindisi Casale Airport"
"BDT";"EN";"Gbadolite Airport"
"BDU";"EN";"Bardufoss Airport"
"BDV";"EN";"Moba Airport"
"BDW";"EN";"Bedford Downs Airport"
"BDX";"EN";"Broadus Airport"
"BDY";"EN";"Bandon State Airport"
"BDZ";"EN";"Baindoung Airport"
"BEA";"EN";"Bereina Airport"
"BEB";"EN";"Benbecula Airport"
"BEC";"EN";"Wichita Beech Factory Apt Airport"
"BED";"EN";"Bedford/Hanscom Field Airport"
"BEE";"EN";"Beagle Bay Airport"
"BEF";"EN";"Bluefields Airport"
"BEG";"EN";"Belgrade Nikola Tesla Airport"
"BEH";"EN";"Benton Harbor Southwest Michigan Rgl Apt"
"BEI";"EN";"Beica Airport"
"BEJ";"EN";"Tanjung Redeb Kalimarau Airport"
"BEK";"EN";"Bareilly Airport"
"BEL";"EN";"Belem Val de Cans Intl Airport"
"BEM";"EN";"Beni Mellal National Airport"
"BEN";"EN";"Benghazi Benina Intl Airport"
"BEO";"EN";"Newcastle Aeropelican Airport"
"BEP";"EN";"Bellary Airport"
"BEQ";"EN";"Bury St Edmunds Honington RAF Airport"
"BER";"EN";"Berlin Brandenburg Airport"
"BES";"EN";"Brest Bretagne Airport"
"BET";"EN";"Bethel Airport"
"BEU";"EN";"Bedourie Airport"
"BEV";"EN";"Beersheba Airport"
"BEW";"EN";"Beira Airport"
"BEX";"EN";"Benson RAF Station Airport"
"BEY";"EN";"Beirut Rafic Hariri Intl Airport"
"BEZ";"EN";"Beru Airport"
"BFA";"EN";"Bahia Negra Airport"
"BFC";"EN";"Bloomfield River Airport"
"BFD";"EN";"Bradford Airport"
"BFE";"EN";"Bielefeld Windelsbleiche Airport"
"BFF";"EN";"Scottsbluff Western Nebraska Rgnl Apt"
"BFG";"EN";"Glen Canyon Bullfrog Basin Airport"
"BFH";"EN";"Curitiba Bacacheri Airport"
"BFI";"EN";"Seattle Boeing Fld-King Co Int Airport"
"BFJ";"EN";"Bijie Airport"
"BFK";"EN";"Denver Aurora/Buckley AFB Airport"
"BFL";"EN";"Bakersfield Meadows Field Airport"
"BFM";"EN";"Mobile Downtown Apt Airport"
"BFN";"EN";"Bloemfontein International Airport"
"BFO";"EN";"Chiredzi Buffalo Range Airport"
"BFP";"EN";"Beaver Falls Airport"
"BFQ";"EN";"Bahia Pina Airport"
"BFR";"EN";"Bedford Virgil I Grissom Muni Airport"
"BFS";"EN";"Belfast International Airport"
"BFT";"EN";"Beaufort County Airport"
"BFU";"EN";"Bengbu Airport"
"BFV";"EN";"Buriram Airport"
"BFW";"EN";"Sidi Bel Abbes Airport"
"BFX";"EN";"Bafoussam Airport"
"BGA";"EN";"Bucaramanga Palonegro Intl Airport"
"BGB";"EN";"Booue Airport"
"BGC";"EN";"Braganca Airport"
"BGD";"EN";"Borger Hutchinson County Airport"
"BGE";"EN";"Bainbridge Decatur Co Ind. Air Pk Apt"
"BGF";"EN";"Bangui Mpoko Intl Airport"
"BGG";"EN";"Bingol Airport"
"BGH";"EN";"Bogue Abbaye Airport"
"BGI";"EN";"Bridgetown Grantley Adams Intl Airport"
"BGJ";"EN";"Borgarfjordur eystri Airport"
"BGK";"EN";"Big Creek Airport"
"BGL";"EN";"Baglung Balewa Airport"
"BGM";"EN";"Binghamton Johnson City Airport"
"BGN";"EN";"Belaya Gora Airport"
"BGO";"EN";"Bergen Flesland Airport"
"BGP";"EN";"Bongo Airport"
"BGQ";"EN";"Big Lake Airport"
"BGR";"EN";"Bangor International Airport"
"BGT";"EN";"Bagdad Airport"
"BGU";"EN";"Bangassou Airport"
"BGV";"EN";"Bento Goncalves Airport"
"BGW";"EN";"Baghdad International Airport"
"BGX";"EN";"Bage Gustavo Kraemer Airport"
"BGY";"EN";"Milan Bergamo/Orio al Serio Airport"
"BGZ";"EN";"Braga Airport"
"BHA";"EN";"Bahia de Caraquez Los Perales Airport"
"BHB";"EN";"Bar Harbor Airport"
"BHC";"EN";"Bhurban Heliport"
"BHD";"EN";"Belfast George Best City Apt Airport"
"BHE";"EN";"Blenheim Woodbourne Airport"
"BHF";"EN";"Cupica Airport"
"BHG";"EN";"Brus Laguna Airport"
"BHH";"EN";"Bisha Airport"
"BHI";"EN";"Bahia Blanca Comandante Espora Airport"
"BHJ";"EN";"Bhuj Shyamji Krishna Verma Airport"
"BHK";"EN";"Bukhara International Airport"
"BHL";"EN";"Bahia de los Angeles Airport"
"BHM";"EN";"Birmingham Shuttlesworth Intl Airport"
"BHN";"EN";"Beihan Airport"
"BHO";"EN";"Bhopal Raja Bhoj Airport"
"BHP";"EN";"Bhojpur Airport"
"BHQ";"EN";"Broken Hill Airport"
"BHR";"EN";"Bharatpur Airport"
"BHS";"EN";"Bathurst Airport"
"BHT";"EN";"Brighton Downs Airport"
"BHU";"EN";"Bhavnagar Airport"
"BHV";"EN";"Bahawalpur Airport"
"BHW";"EN";"Sargodha Bhagatanwala Airport"
"BHX";"EN";"Birmingham Airport"
"BHY";"EN";"Beihai Fucheng Airport"
"BHZ";"EN";"Belo Horizonte Metropolitan Area"
"BIA";"EN";"Bastia Poretta Airport"
"BIB";"EN";"Baidoa Airport"
"BID";"EN";"Block Island Airport"
"BIE";"EN";"Beatrice Municipal Airport"
"BIF";"EN";"El Paso Biggs AAF Airport"
"BIG";"EN";"Delta Junction Allen AAF Airport"
"BIH";"EN";"Bishop Eastern Sierra Rgnl Airport"
"BII";"EN";"Bikini Atoll Enyu Airport"
"BIJ";"EN";"Biliau Airport"
"BIK";"EN";"Biak Frans Kaisiepo Airport"
"BIL";"EN";"Billings Logan Intl Airport"
"BIM";"EN";"Bimini South Bimini Airport"
"BIN";"EN";"Bamyan Airport"
"BIO";"EN";"Bilbao Airport"
"BIP";"EN";"Bulimba Airport"
"BIQ";"EN";"Biarritz Bayonne-Anglet Airport"
"BIR";"EN";"Biratnagar Airport"
"BIS";"EN";"Bismarck Municipal Airport"
"BIT";"EN";"Baitadi Patan Airport"
"BIU";"EN";"Bildudalur Airport"
"BIV";"EN";"Bria Airport"
"BIW";"EN";"Billiluna Airport"
"BIX";"EN";"Gulfport/Biloxi Keesler AFB Airport"
"BIY";"EN";"Bhisho Airport"
"BIZ";"EN";"Bimin Airport"
"BJA";"EN";"Bejaia Soummam-Abane Ramdane Airport"
"BJB";"EN";"Bojnurd Airport"
"BJC";"EN";"Denver Rocky Mountain Metrop. Airport"
"BJD";"EN";"Bakkafjordur Airport"
"BJE";"EN";"Baleela Airport"
"BJF";"EN";"Batsfjord Airport"
"BJG";"EN";"Kota Mobagu Mopait Airport"
"BJH";"EN";"Bajhang Airport"
"BJI";"EN";"Bemidji Regional Airport"
"BJJ";"EN";"Wooster Wayne County Airport"
"BJK";"EN";"Nangasuri Aru Island Benjina Airport"
"BJL";"EN";"Banjul International Airport"
"BJM";"EN";"Bujumbura International Airport"
"BJN";"EN";"Bajone Airport"
"BJO";"EN";"Bermejo Airport"
"BJP";"EN";"Braganca Paulista Arthur Siqueira Apt"
"BJQ";"EN";"Bahja Airport"
"BJR";"EN";"Bahar Dar Airport"
"BJS";"EN";"Beijing Metropolitan Area"
"BJT";"EN";"Bentota River SPB Airport"
"BJU";"EN";"Bajura Airport"
"BJV";"EN";"Bodrum Milas Airport"
"BJW";"EN";"Bajawa Soa Airport"
"BJX";"EN";"Leon/Guanajuato Del Bajio Intl Airport"
"BJY";"EN";"Belgrade Batajnica Airport"
"BJZ";"EN";"Badajoz Airport"
"BKA";"EN";"Moscow Bykovo Airport"
"BKB";"EN";"Bikaner Nal Airport"
"BKC";"EN";"Buckland Airport"
"BKD";"EN";"Breckenridge Stephens County Airport"
"BKE";"EN";"Baker City Municipal Airport"
"BKF";"EN";"Katmai National Park Lake Brooks SPB Apt"
"BKG";"EN";"Branson Airport"
"BKH";"EN";"Kekaha Barking Sands Airport"
"BKI";"EN";"Kota Kinabalu International Airport"
"BKJ";"EN";"Boke Baralande Airport"
"BKK";"EN";"Bangkok Suvarnabhumi Int'l Airport"
"BKL";"EN";"Cleveland Burke Lakefront Airport"
"BKM";"EN";"Bakelalan Airport"
"BKN";"EN";"Balkanabat Airport"
"BKO";"EN";"Bamako Senou Intl Airport"
"BKP";"EN";"Barkly Downs Airport"
"BKQ";"EN";"Blackall Airport"
"BKR";"EN";"Bokoro Airport"
"BKS";"EN";"Bengkulu Fatmawati Soekarno Airport"
"BKT";"EN";"Blackstone/Ft Pickett AAF Airport"
"BKU";"EN";"Betioky Airport"
"BKV";"EN";"Bailing Airport"
"BKW";"EN";"Beckley Raleigh County Mem. Airport"
"BKX";"EN";"Brookings Regional Airport"
"BKY";"EN";"Bukavu Kavumu Airport"
"BKZ";"EN";"Bukoba Airport"
"BLA";"EN";"Barcelona J.A. Anzoategui Intl Airport"
"BLB";"EN";"Balboa Panama Pacifico Airport"
"BLC";"EN";"Bali Airport"
"BLD";"EN";"Las Vegas Boulder City Municipal Airport"
"BLE";"EN";"Borlange/Falun Dala Airport"
"BLF";"EN";"Bluefield/Princeton Mercer County Apt"
"BLG";"EN";"Belaga Airport"
"BLH";"EN";"Blythe Airport"
"BLI";"EN";"Bellingham International Airport"
"BLJ";"EN";"Batna Mostepha Ben Boulaid Airport"
"BLK";"EN";"Blackpool Airport"
"BLL";"EN";"Billund Airport"
"BLM";"EN";"Belmar Monmouth County Airport"
"BLN";"EN";"Benalla Airport"
"BLO";"EN";"Blonduos Airport"
"BLP";"EN";"Bellavista Huallaga Airport"
"BLQ";"EN";"Bologna Guglielmo Marconi Airport"
"BLR";"EN";"Bengaluru Kempegowda Intl Airport"
"BLS";"EN";"Bollon Airport"
"BLT";"EN";"Blackwater Airport"
"BLU";"EN";"Emigrant Gap Blue Canyon-Nyack Airport"
"BLV";"EN";"Belleville MidAmerica St Louis Airport"
"BLW";"EN";"Beletwene Airport"
"BLX";"EN";"Belluno Airport"
"BLY";"EN";"Belmullet Airport"
"BLZ";"EN";"Blantyre Chileka Intl Airport"
"BMA";"EN";"Stockholm Bromma Airport"
"BMB";"EN";"Bumba Airport"
"BMC";"EN";"Brigham City Airport"
"BMD";"EN";"Belo Tsiribihina Airport"
"BME";"EN";"Broome International Airport"
"BMF";"EN";"Bakouma Airport"
"BMG";"EN";"Bloomington Monroe County Airport"
"BMH";"EN";"Bomai Airport"
"BMI";"EN";"Central Illinois Rgnl Airport"
"BMJ";"EN";"Baramita Airport"
"BMK";"EN";"Borkum Airport"
"BML";"EN";"Berlin Airport"
"BMM";"EN";"Bitam Airport"
"BMN";"EN";"Bamarni Airport"
"BMO";"EN";"Bhamo Airport"
"BMP";"EN";"Brampton Island Airport"
"BMQ";"EN";"Bamburi Airport"
"BMR";"EN";"Baltrum Airport"
"BMS";"EN";"Brumado S.Mariani Bittencourt Airport"
"BMT";"EN";"Beaumont Municipal Airport"
"BMU";"EN";"Bima Sultan M. Salahuddin Airport"
"BMV";"EN";"Buon Ma Thuot Airport"
"BMW";"EN";"Bordj Mokhtar Airport"
"BMX";"EN";"Big Mountain Airport"
"BMY";"EN";"Ile Art Waala Airport"
"BMZ";"EN";"Bamu Airport"
"BNA";"EN";"Nashville International Airport"
"BNB";"EN";"Boende Airport"
"BNC";"EN";"Beni Mavivi Airport"
"BND";"EN";"Bandar Abbas International Airport"
"BNE";"EN";"Brisbane International Airport"
"BNF";"EN";"Baranof Warm Spring Bay SPB Airport"
"BNG";"EN";"Banning Municipal Airport"
"BNH";"EN";"Hartford Barnes Airport"
"BNI";"EN";"Benin City Airport"
"BNJ";"EN";"Cologne/Bonn Hbf Railway Stn"
"BNK";"EN";"Ballina Byron Gateway Airport"
"BNL";"EN";"Barnwell Regional Airport"
"BNM";"EN";"Bodinumu Airport"
"BNN";"EN";"Bronnoysund Bronnoy Airport"
"BNO";"EN";"Burns Municipal Airport"
"BNP";"EN";"Bannu Airport"
"BNQ";"EN";"Baganga Airport"
"BNR";"EN";"Banfora Airport"
"BNS";"EN";"Barinas Airport"
"BNT";"EN";"Bundi Airport"
"BNU";"EN";"Blumenau Airport"
"BNV";"EN";"Boana Airport"
"BNW";"EN";"Boone Municipal Airport"
"BNX";"EN";"Banja Luka International Airport"
"BNY";"EN";"Bellona Anua Airport"
"BNZ";"EN";"Banz Airport"
"BOA";"EN";"Boma Airport"
"BOB";"EN";"Bora Bora Motu Mute Airport"
"BOC";"EN";"Bocas del Toro Isla Colon Intl Airport"
"BOD";"EN";"Bordeaux Merignac Airport"
"BOE";"EN";"Boundji Airport"
"BOF";"EN";"Washington Bolling AFB Heliport"
"BOG";"EN";"Bogota El Dorado Intl Airport"
"BOH";"EN";"Bournemouth International Airport"
"BOI";"EN";"Boise Air Term. (Gowen Fld) Airport"
"BOJ";"EN";"Burgas Airport"
"BOK";"EN";"Brookings Airport"
"BOL";"EN";"Ballykelly Airport"
"BOM";"EN";"Mumbai Chhatrapati Shivaji Airport"
"BON";"EN";"Bonaire Flamingo International Airport"
"BOO";"EN";"Bodo Airport"
"BOP";"EN";"Bouar Airport"
"BOQ";"EN";"Boku Airport"
"BOR";"EN";"Belfort Off-line Point"
"BOS";"EN";"Boston Logan International Airport"
"BOT";"EN";"Boset Airport"
"BOU";"EN";"Bourges Airport"
"BOV";"EN";"Boang Island Airport"
"BOW";"EN";"Bartow Municipal Airport"
"BOX";"EN";"Borroloola Airport"
"BOY";"EN";"Bobo Dioulasso Airport"
"BOZ";"EN";"Bozoum Airport"
"BPA";"EN";"Bethpage Grumman Airport"
"BPB";"EN";"Boridi Airport"
"BPC";"EN";"Bamenda Airport"
"BPD";"EN";"Bapi Airport"
"BPE";"EN";"Qinhuangdao Beidaihe Airport"
"BPF";"EN";"Batuna Airport"
"BPG";"EN";"Barra do Garcas Airport"
"BPH";"EN";"Bislig Airport"
"BPI";"EN";"Miley Memorial Field Airport"
"BPK";"EN";"Biangabip Airport"
"BPL";"EN";"Bole Alashankou Airport"
"BPM";"EN";"Hyderabad Begumpet Airport"
"BPN";"EN";"Balikpapan Sepinggan Airport"
"BPO";"EN";"Bo'ao Railway Station"
"BPR";"EN";"Bristol Parkway Railway Stn"
"BPS";"EN";"Porto Seguro Airport"
"BPT";"EN";" Jack Brooks Rgl Airport"
"BPU";"EN";"Beppu Off-line Point"
"BPX";"EN";"Qamdo/Changdu Bamda/Bangda Airport"
"BPY";"EN";"Besalampy Airport"
"BQA";"EN";"Baler Dr. Juan C. Angara Airport"
"BQB";"EN";"Busselton Airport"
"BQD";"EN";"Brindisi Railway Station"
"BQE";"EN";"Bubaque Airport"
"BQG";"EN";"Bogorodskoye Airport"
"BQH";"EN";"London Biggin Hill Airport"
"BQI";"EN";"Bagani Airport"
"BQJ";"EN";"Batagay Airport"
"BQK";"EN";"Brunswick Golden Isles Airport"
"BQL";"EN";"Boulia Airport"
"BQN";"EN";"Aguadilla Rafael Hernandez Airport"
"BQO";"EN";"Bouna Tehini Airport"
"BQQ";"EN";"Barra Airport"
"BQS";"EN";"Blagoveshchensk Ignatyevo Airport"
"BQT";"EN";"Brest Airport"
"BQU";"EN";"Bequia Airport"
"BQV";"EN";"Gustavus Bartlett Cove SPB Airport"
"BQW";"EN";"Balgo Hill Airport"
"BQY";"EN";"Bentivoglio Off-line Point"
"BQZ";"EN";"Badajoz Railway Station"
"BRA";"EN";"Barreiras Airport"
"BRB";"EN";"Barreirinhas Airport"
"BRC";"EN";"San Carlos Bariloche Airport"
"BRD";"EN";"Brainerd Lakes Rgnl Airport"
"BRE";"EN";"Bremen Airport"
"BRF";"EN";"Leeds/Bradford Bradf. Forster Sq Rail"
"BRH";"EN";"Braham Airport"
"BRI";"EN";"Bari Palese Airport"
"BRJ";"EN";"Bright Airport"
"BRK";"EN";"Bourke Airport"
"BRL";"EN";"Burlington Southeast Iowa Rgnl Airport"
"BRM";"EN";"Barquisimeto Jacinto Lara Intl Airport"
"BRN";"EN";"Bern Belp Airport"
"BRO";"EN";"Brownsville South Padre Is. Intl Airport"
"BRP";"EN";"Biaru Airport"
"BRQ";"EN";"Brno Turany Airport"
"BRR";"EN";"Barra Airport"
"BRS";"EN";"Bristol Airport"
"BRT";"EN";"Bathurst Island Airport"
"BRU";"EN";"Brussels Airport"
"BRV";"EN";"Bremerhaven Airport"
"BRW";"EN";"Barrow W.Post-W.Rogers Mem. Airport"
"BRX";"EN";"Barahona Maria Montez Intl Airport"
"BRY";"EN";"Bardstown Samuels Field Airport"
"BRZ";"EN";"Brescia Railway Station"
"BSA";"EN";"Bosaso International Airport"
"BSB";"EN";"Brasilia J. Kubitschek Intl Airport"
"BSC";"EN";"Bahia Solano Jose Celestino Mutis Apt"
"BSD";"EN";"Baoshan Airport"
"BSE";"EN";"Sematan Airport"
"BSF";"EN";"Pohakuloa Bradshaw AAF Airport"
"BSG";"EN";"Bata Airport"
"BSH";"EN";"Brighton Railway Station"
"BSI";"EN";"Blairsville Airport"
"BSJ";"EN";"Bairnsdale Airport"
"BSK";"EN";"Biskra Mohamed Khider Airport"
"BSL";"EN";"Basel/Mulhouse EuroAirport Swiss Airport"
"BSM";"EN";"Bisheh Kola Airport"
"BSN";"EN";"Bossangoa Airport"
"BSO";"EN";"Basco Airport"
"BSP";"EN";"Bensbach Airport"
"BSQ";"EN";"Douglas/Bisbee Municipal Airport"
"BSR";"EN";"Basrah International Airport"
"BSS";"EN";"Balsas Airport"
"BST";"EN";"Lashkar Gah Bost Airport"
"BSU";"EN";"Basankusu Airport"
"BSV";"EN";"Besakoa Airport"
"BSW";"EN";"Boswell Bay Airport"
"BSX";"EN";"Pathein Airport"
"BSY";"EN";"Bardera Airport"
"BTA";"EN";"Bertoua Airport"
"BTB";"EN";"Betou Airport"
"BTC";"EN";"Batticaloa Airport"
"BTD";"EN";"Brunette Downs Airport"
"BTE";"EN";"Bonthe Sherbro Intl Airport"
"BTF";"EN";"Bountiful Skypark Airport"
"BTG";"EN";"Batangafo Airport"
"BTH";"EN";"Batam Hang Nadim Airport"
"BTI";"EN";"Barter Island Airport"
"BTJ";"EN";"Banda Aceh Sultan Iskandar Muda Airport"
"BTK";"EN";"Bratsk Airport"
"BTL";"EN";"Kalamazoo W.K. Kellogg Rgl Apt"
"BTM";"EN";"Butte Bert Mooney Airport"
"BTN";"EN";"Bennettsville Marlboro Co. Jetport Apt"
"BTO";"EN";"Botopasi Airport"
"BTP";"EN";"Butler Graham Field Airport"
"BTQ";"EN";"Butare Airport"
"BTR";"EN";"Baton Rouge Metropolita -Ryan Fld Apt"
"BTS";"EN";"Bratislava M.R. Stefanik Airport"
"BTT";"EN";"Bettles Airport"
"BTU";"EN";"Bintulu Airport"
"BTV";"EN";"Burlington International Airport"
"BTW";"EN";"Batu Licin Airport"
"BTX";"EN";"Betoota Airport"
"BTY";"EN";"Beatty Airport"
"BUA";"EN";"Buka Airport"
"BUB";"EN";"Burwell Cram Field Airport"
"BUC";"EN";"Burketown Airport"
"BUD";"EN";"Budapest Liszt Ferenc Int'l Airport"
"BUE";"EN";"Buenos Aires Metropolitan Area"
"BUF";"EN";"Buffalo Niagara International Airport"
"BUG";"EN";"Benguela 17 de Setembro Airport"
"BUH";"EN";"Bucharest Metropolitan Area"
"BUI";"EN";"Bokondini Airport"
"BUJ";"EN";"Bou Saada Airport"
"BUK";"EN";"Al Buq Airport"
"BUL";"EN";"Bulolo Airport"
"BUM";"EN";"Butler Memorial Airport"
"BUN";"EN";"Buenaventura Gerardo Tobar Lopez Airport"
"BUO";"EN";"Burao Airport"
"BUP";"EN";"Bhatinda Airport"
"BUQ";"EN";"Bulawayo Joshua M. Nkomo Intl Airport"
"BUR";"EN";"Burbank Bob Hope Airport"
"BUS";"EN";"Batumi Airport"
"BUT";"EN";"Jakar Bathpalathang Airport"
"BUU";"EN";"Muara Bungo Airport"
"BUV";"EN";"Bella Union Placeres Airport"
"BUW";"EN";"Baubau Betoambari Airport"
"BUX";"EN";"Bunia Airport"
"BUY";"EN";"Bunbury Airport"
"BUZ";"EN";"Bushehr Airport"
"BVA";"EN";"Paris Beauvais-Tille Airport"
"BVB";"EN";"Boa Vista A.B. Cantanhede Intl Airport"
"BVC";"EN";"Boa Vista Island Rabil Airport"
"BVD";"EN";"Beaver Inlet Sea Port Ferry Port"
"BVE";"EN";"Brive-la-Gaillarde Airport"
"BVF";"EN";"Bua Dama Airport"
"BVG";"EN";"Berlevag Airport"
"BVH";"EN";"Vilhena Brigadeiro Camarao Airport"
"BVI";"EN";"Birdsville Airport"
"BVJ";"EN";"Bovanenkovo Airport"
"BVK";"EN";"Huacaraje Airport"
"BVL";"EN";"Baures Airport"
"BVM";"EN";"Belmonte Airport"
"BVN";"EN";"Baoding MU Bus Station"
"BVO";"EN";"Bartlesville Muncipal Airport"
"BVP";"EN";"Bolovip Airport"
"BVQ";"EN";"Baoding Railway Station"
"BVR";"EN";"Brava Island Esperadinha Airport"
"BVS";"EN";"Breves Airport"
"BVU";"EN";"Beluga Airport"
"BVV";"EN";"Iturup Island Burevestnik AFB Airport"
"BVW";"EN";"Batavia Downs Airport"
"BVX";"EN";"Batesville Regional Airport"
"BVY";"EN";"Beverly Airport"
"BVZ";"EN";"Beverley Springs Airport"
"BWA";"EN";"Bhairahawa Gautam Buddha Airport"
"BWB";"EN";"Barrow Island Airport"
"BWC";"EN";"Brawley Municipal Airport"
"BWD";"EN";"Brownwood Regional Airport"
"BWE";"EN";"Braunschweig/Wolfsburg Airport"
"BWF";"EN";"Barrow-in-Furness Walney Island Airport"
"BWG";"EN";"Bowling Green Warren County Rgl Apt"
"BWH";"EN";"Butterworth Airport"
"BWI";"EN";"Baltimore/Washington Intl Airport"
"BWJ";"EN";"Bawan Airport"
"BWK";"EN";"Brac Bol Airport"
"BWL";"EN";"Blackwell-Tonkawa Muni Airport"
"BWM";"EN";"Bowman Municipal Airport"
"BWN";"EN";"Bandar Seri Begawan Brunei Intl Airport"
"BWO";"EN";"Balakovo Airport"
"BWP";"EN";"Bewani Airport"
"BWQ";"EN";"Brewarrina Airport"
"BWT";"EN";"Burnie Wynyard Airport"
"BWU";"EN";"Sydney Bankstown Airport"
"BWW";"EN";"Cayo las Brujas Las Brujas Airport"
"BWX";"EN";"Banyuwangi Blimbingsari Airport"
"BXA";"EN";"Bogalusa George R. Carr Mem. Airport"
"BXB";"EN";"Irarutu Babo Airport"
"BXC";"EN";"Boxborough Airport"
"BXD";"EN";"Bade Airport"
"BXE";"EN";"Bakel Airport"
"BXF";"EN";"Bellburn Airport"
"BXG";"EN";"Bendigo Airport"
"BXH";"EN";"Balkhash Airport"
"BXI";"EN";"Boundiali Airport"
"BXJ";"EN";"Almaty Borolday Airport"
"BXK";"EN";"Buckeye Municipal Airport"
"BXL";"EN";"Nanuya Lailai Blue Lagoon SPB Airport"
"BXM";"EN";"Batom Airport"
"BXN";"EN";"Bodrum Imsik Airport"
"BXO";"EN";"Buochs Airport"
"BXP";"EN";"Biala Podlaska Airport"
"BXR";"EN";"Bam Airport"
"BXS";"EN";"Borrego Springs Borrego Valley Airport"
"BXT";"EN";"Bontang Airport"
"BXU";"EN";"Butuan Bancasi Airport"
"BXV";"EN";"Breiddalsvik Airport"
"BXW";"EN";"Bawean Airport"
"BXX";"EN";"Borama Airport"
"BXY";"EN";"Baikonur Krayniy Airport"
"BXZ";"EN";"Bunsil Airport"
"BYA";"EN";"Boundary Airport"
"BYB";"EN";"Diba al Bayah Airport"
"BYC";"EN";"Yacuiba Airport"
"BYD";"EN";"Al Bayda Airport"
"BYF";"EN";"Albert Bray Airport"
"BYG";"EN";"Buffalo Johnson County Airport"
"BYH";"EN";"Blytheville Arkansas Intl Airport"
"BYI";"EN";"Burley/Rupert Burley Municipal Airport"
"BYJ";"EN";"Beja International Airport"
"BYK";"EN";"Bouake Airport"
"BYL";"EN";"Belle Yella Airport"
"BYM";"EN";"Bayamo Carlos M. de Cespedes Airport"
"BYN";"EN";"Bayankhongor Airport"
"BYO";"EN";"Bonito Airport"
"BYP";"EN";"Barimunya Airport"
"BYQ";"EN";"Bunyu Airport"
"BYR";"EN";"Laeso Airport"
"BYS";"EN";"Fort Irwin/Barstow Bicycle Lake AAF Apt"
"BYT";"EN";"Bantry Airport"
"BYU";"EN";"Bayreuth Bindlacher Berg Airport"
"BYV";"EN";"Colombo Beira Lake SPB Airport"
"BYW";"EN";"Blakely Island Airport"
"BYX";"EN";"Baniyala Airport"
"BZA";"EN";"Bonanza San Pedro Airport"
"BZB";"EN";"Bazaruto Island Airport"
"BZC";"EN";"Buzios Umberto Modiano Airport"
"BZD";"EN";"Balranald Airport"
"BZE";"EN";"Belize City Philip S.W.Goldson Int Apt"
"BZF";"EN";"Redding Benton Field Airport"
"BZG";"EN";"Bydgoszcz Ignacy Jan Paderewski Airport"
"BZH";"EN";"Bumi Hills Airport"
"BZI";"EN";"Balikesir Airport"
"BZK";"EN";"Bryansk Airport"
"BZL";"EN";"Barisal Airport"
"BZM";"EN";"Bemolanga Airport"
"BZN";"EN";"Bozeman Yellowstone Intl Airport"
"BZO";"EN";"Bolzano/Bozen Dolomiti Airport"
"BZP";"EN";"Bizant Airport"
"BZQ";"EN";"Bolzano/Bozen Railway Station"
"BZR";"EN";"Beziers Vias Airport"
"BZT";"EN";"Brazoria Eagle Air Park Airport"
"BZU";"EN";"Buta Zega Airport"
"BZV";"EN";"Brazzaville Maya-Maya Airport"
"BZX";"EN";"Bazhong Enyang Airport"
"BZY";"EN";"Balti International Airport"
"BZZ";"EN";"Brize Norton RAF Station Airport"
"CAA";"EN";"Catacamas El Aguacate Airport"
"CAB";"EN";"Cabinda Airport"
"CAC";"EN";"Cascavel A.Mendes da Silva Airport"
"CAD";"EN";"Cadillac Wexford County Airport"
"CAE";"EN";"Columbia Metropolitan Airport"
"CAF";"EN";"Carauari Airport"
"CAG";"EN";"Cagliari Elmas Airport"
"CAH";"EN";"Ca Mau Airport"
"CAI";"EN";"Cairo International Airport"
"CAJ";"EN";"Canaima Airport"
"CAK";"EN";"Akron/Canton Regional Airport"
